Product{id=1, name='Leche', price=2.41, quantity=28, daysToExpire=17}
Product{id=178, name='Aceite de Coco', price=1.42, quantity=24, daysToExpire=13}
Product{id=179, name='Aceite de Sésamo', price=1.51, quantity=30, daysToExpire=14}
Product{id=180, name='Aceite de Cacahuete', price=2.28, quantity=30, daysToExpire=18}
Product{id=181, name='Aceite de Pepitas de Uva', price=1.4, quantity=32, daysToExpire=8}
Product{id=182, name='Aceite de Linaza', price=2.29, quantity=50, daysToExpire=16}
Product{id=183, name='Vinagre de Manzana', price=2.04, quantity=23, daysToExpire=11}
Product{id=184, name='Vinagre de Vino', price=2.25, quantity=26, daysToExpire=16}
Product{id=185, name='Vinagre de Arroz', price=1.38, quantity=50, daysToExpire=11}
Product{id=186, name='Vinagre Balsámico', price=1.74, quantity=28, daysToExpire=16}
Product{id=187, name='Salsa de Soja', price=1.85, quantity=36, daysToExpire=8}
Product{id=188, name='Salsa Teriyaki', price=1.66, quantity=36, daysToExpire=19}
Product{id=189, name='Salsa Barbacoa', price=1.91, quantity=29, daysToExpire=13}
Product{id=190, name='Ketchup', price=2.42, quantity=35, daysToExpire=11}
Product{id=191, name='Mostaza', price=1.78, quantity=42, daysToExpire=14}
Product{id=192, name='Mayonesa', price=1.97, quantity=40, daysToExpire=14}
Product{id=193, name='Salsa Worcestershire', price=1.04, quantity=32, daysToExpire=13}
Product{id=194, name='Salsa de Pimiento', price=1.39, quantity=22, daysToExpire=15}
Product{id=195, name='Salsa de Ostras', price=1.09, quantity=36, daysToExpire=14}
Product{id=196, name='Salsa de Pescado', price=0.86, quantity=32, daysToExpire=8}
Product{id=197, name='Salsa de Chile', price=1.31, quantity=42, daysToExpire=11}
Product{id=198, name='Salsa de Tomate', price=2.44, quantity=20, daysToExpire=15}
Product{id=199, name='Salsa Alfredo', price=1.48, quantity=48, daysToExpire=9}
Product{id=200, name='Salsa Carbonara', price=1.06, quantity=20, daysToExpire=15}
Product{id=201, name='Salsa Pesto', price=1.46, quantity=21, daysToExpire=9}
Product{id=202, name='Salsa Boloñesa', price=1.25, quantity=20, daysToExpire=11}
Product{id=203, name='Salsa Marinara', price=2.5, quantity=47, daysToExpire=18}
Product{id=204, name='Salsa de Champiñones', price=1.17, quantity=26, daysToExpire=19}
Product{id=205, name='Salsa de Tres Quesos', price=2.36, quantity=22, daysToExpire=11}
Product{id=206, name='Salsa de Queso Azul', price=1.6, quantity=35, daysToExpire=3}
Product{id=207, name='Salsa de Yogur', price=1.18, quantity=49, daysToExpire=11}
Product{id=208, name='Yogur Natural', price=1.94, quantity=38, daysToExpire=3}
Product{id=209, name='Yogur Griego', price=2.21, quantity=43, daysToExpire=9}
Product{id=210, name='Yogur de Vainilla', price=1.4, quantity=30, daysToExpire=16}
Product{id=211, name='Yogur de Fresa', price=1.97, quantity=32, daysToExpire=9}
Product{id=212, name='Yogur de Mango', price=0.97, quantity=22, daysToExpire=5}
Product{id=213, name='Yogur de Plátano', price=1.6, quantity=34, daysToExpire=3}
Product{id=214, name='Yogur de Piña', price=2.47, quantity=28, daysToExpire=19}
Product{id=215, name='Yogur de Coco', price=0.92, quantity=35, daysToExpire=3}
Product{id=216, name='Yogur de Soja', price=1.96, quantity=23, daysToExpire=11}
Product{id=217, name='Yogur de Almendra', price=0.86, quantity=25, daysToExpire=14}
Product{id=218, name='Yogur de Anacardo', price=0.87, quantity=25, daysToExpire=5}
Product{id=219, name='Yogur de Avena', price=2.46, quantity=36, daysToExpire=5}
Product{id=220, name='Yogur de Cereza', price=1.19, quantity=36, daysToExpire=14}
Product{id=221, name='Yogur de Mora', price=1.5, quantity=44, daysToExpire=13}
Product{id=222, name='Yogur de Arándano', price=2.06, quantity=30, daysToExpire=5}
Product{id=223, name='Yogur de Frambuesa', price=1.2, quantity=32, daysToExpire=17}
Product{id=224, name='Yogur de Melocotón', price=1.92, quantity=32, daysToExpire=11}
Product{id=225, name='Queso', price=1.03, quantity=44, daysToExpire=10}
Product{id=226, name='Queso de Cabra', price=1.67, quantity=17, daysToExpire=4}
Product{id=227, name='Queso de Oveja', price=1.02, quantity=35, daysToExpire=4}
Product{id=228, name='Queso de Vaca', price=1.08, quantity=28, daysToExpire=16}
Product{id=229, name='Queso Azul', price=1.65, quantity=18, daysToExpire=6}
Product{id=230, name='Queso Roquefort', price=0.99, quantity=24, daysToExpire=6}
Product{id=231, name='Queso Brie', price=2.25, quantity=39, daysToExpire=20}
Product{id=232, name='Queso Camembert', price=1.41, quantity=35, daysToExpire=10}
Product{id=233, name='Queso Cheddar', price=1.54, quantity=36, daysToExpire=20}
Product{id=234, name='Queso Emmental', price=1.36, quantity=47, daysToExpire=10}
Product{id=235, name='Queso Gruyère', price=1.4, quantity=20, daysToExpire=14}
Product{id=236, name='Queso Manchego', price=1.4, quantity=42, daysToExpire=13}
Product{id=237, name='Queso Parmesano', price=2.46, quantity=20, daysToExpire=13}
Product{id=238, name='Queso Provolone', price=1.9, quantity=20, daysToExpire=7}
Product{id=239, name='Queso Ricotta', price=0.95, quantity=39, daysToExpire=12}
Product{id=240, name='Queso Cottage', price=0.97, quantity=21, daysToExpire=19}
Product{id=241, name='Queso Fresco', price=2.13, quantity=37, daysToExpire=12}
Product{id=242, name='Queso de Bola', price=2.17, quantity=23, daysToExpire=3}
Product{id=243, name='Queso de Tetilla', price=1.96, quantity=34, daysToExpire=9}
Product{id=244, name='Queso Crema', price=2.13, quantity=32, daysToExpire=8}
Product{id=245, name='Queso Fundido', price=2.21, quantity=23, daysToExpire=18}
Product{id=246, name='Queso Rallado', price=1.45, quantity=25, daysToExpire=9}
Product{id=247, name='Queso en Lonchas', price=1.39, quantity=31, daysToExpire=10}
Product{id=248, name='Queso en Cuñas', price=1.87, quantity=24, daysToExpire=18}
Product{id=249, name='Queso en Barritas', price=1.64, quantity=36, daysToExpire=17}
Product{id=250, name='Queso en Triángulos', price=0.95, quantity=26, daysToExpire=11}
Product{id=251, name='Queso en Polvo', price=1.66, quantity=49, daysToExpire=16}
Product{id=252, name='Queso para Untar', price=1.68, quantity=44, daysToExpire=17}
Product{id=253, name='Mermelada de Fresa', price=1.09, quantity=40, daysToExpire=18}
Product{id=254, name='Mermelada de Frambuesa', price=1.66, quantity=25, daysToExpire=14}
Product{id=255, name='Mermelada de Mora', price=1.53, quantity=40, daysToExpire=17}
Product{id=256, name='Mermelada de Arándano', price=2.41, quantity=26, daysToExpire=3}
Product{id=257, name='Mermelada de Ciruela', price=1.83, quantity=29, daysToExpire=13}
Product{id=258, name='Mermelada de Melocotón', price=1.54, quantity=35, daysToExpire=8}
Product{id=259, name='Mermelada de Albaricoque', price=1.13, quantity=43, daysToExpire=12}
Product{id=260, name='Mermelada de Naranja', price=2.4, quantity=25, daysToExpire=7}
Product{id=261, name='Mermelada de Limón', price=1.94, quantity=33, daysToExpire=13}
Product{id=262, name='Mermelada de Mandarina', price=1.32, quantity=37, daysToExpire=20}
Product{id=263, name='Mermelada de Cereza', price=1.63, quantity=37, daysToExpire=14}
Product{id=264, name='Mermelada de Mango', price=0.97, quantity=27, daysToExpire=6}
Product{id=265, name='Mermelada de Piña', price=2.03, quantity=34, daysToExpire=19}
Product{id=266, name='Mermelada de Coco', price=1.69, quantity=36, daysToExpire=5}
Product{id=267, name='Mermelada de Kiwi', price=1.45, quantity=27, daysToExpire=19}
Product{id=268, name='Mermelada de Papaya', price=2.31, quantity=30, daysToExpire=13}
Product{id=269, name='Compota de Manzana', price=2.16, quantity=20, daysToExpire=7}
Product{id=270, name='Compota de Pera', price=2.28, quantity=50, daysToExpire=20}
Product{id=271, name='Compota de Ciruela', price=2.31, quantity=41, daysToExpire=18}
Product{id=272, name='Compota de Melocotón', price=2.37, quantity=26, daysToExpire=9}
Product{id=273, name='Compota de Albaricoque', price=1.54, quantity=30, daysToExpire=5}
Product{id=274, name='Compota de Cereza', price=0.99, quantity=35, daysToExpire=12}
Product{id=275, name='Compota de Fresa', price=2.3, quantity=39, daysToExpire=8}
Product{id=276, name='Compota de Frambuesa', price=2.31, quantity=47, daysToExpire=19}
Product{id=277, name='Compota de Mora', price=2.13, quantity=23, daysToExpire=19}
Product{id=278, name='Compota de Arándano', price=0.9, quantity=25, daysToExpire=10}
Product{id=279, name='Compota de Mango', price=1.13, quantity=31, daysToExpire=6}
Product{id=280, name='Compota de Piña', price=2.35, quantity=47, daysToExpire=9}
Product{id=281, name='Compota de Coco', price=2.3, quantity=41, daysToExpire=20}
Product{id=282, name='Compota de Kiwi', price=1.52, quantity=37, daysToExpire=5}
Product{id=283, name='Compota de Papaya', price=1.92, quantity=20, daysToExpire=8}
Product{id=284, name='Jugo de Naranja', price=2.49, quantity=24, daysToExpire=8}
Product{id=285, name='Jugo de Limón', price=1.38, quantity=43, daysToExpire=13}
Product{id=286, name='Jugo de Toronja', price=2.01, quantity=23, daysToExpire=19}
Product{id=287, name='Jugo de Mandarina', price=1.31, quantity=30, daysToExpire=6}
Product{id=288, name='Jugo de Manzana', price=1.47, quantity=24, daysToExpire=14}
Product{id=289, name='Jugo de Pera', price=1.78, quantity=26, daysToExpire=20}
Product{id=290, name='Jugo de Ciruela', price=1.01, quantity=29, daysToExpire=16}
Product{id=291, name='Jugo de Uva', price=1.81, quantity=35, daysToExpire=6}
Product{id=292, name='Jugo de Cereza', price=1.65, quantity=30, daysToExpire=4}
Product{id=293, name='Jugo de Mango', price=2.01, quantity=50, daysToExpire=11}
Product{id=294, name='Jugo de Piña', price=1.43, quantity=23, daysToExpire=15}
Product{id=295, name='Jugo de Coco', price=1.51, quantity=22, daysToExpire=7}
Product{id=296, name='Jugo de Kiwi', price=2.29, quantity=29, daysToExpire=9}
Product{id=297, name='Jugo de Papaya', price=0.92, quantity=21, daysToExpire=14}
Product{id=298, name='Leche de Almendra', price=1.9, quantity=26, daysToExpire=5}
Product{id=299, name='Leche de Soja', price=1.94, quantity=47, daysToExpire=20}
Product{id=300, name='Leche de Avena', price=2.11, quantity=29, daysToExpire=9}
Product{id=301, name='Leche de Coco', price=1.43, quantity=33, daysToExpire=14}
Product{id=302, name='Leche de Arroz', price=1.52, quantity=24, daysToExpire=13}
Product{id=303, name='Leche de Anacardo', price=2.41, quantity=43, daysToExpire=8}
Product{id=304, name='Leche de Avellana', price=2.43, quantity=37, daysToExpire=19}
Product{id=305, name='Leche de Macadamia', price=0.88, quantity=47, daysToExpire=13}
Product{id=306, name='Leche de Chufa', price=1.32, quantity=25, daysToExpire=12}
Product{id=307, name='Leche de Sésamo', price=1.04, quantity=44, daysToExpire=11}
Product{id=308, name='Leche de Cáñamo', price=1.69, quantity=33, daysToExpire=18}
Product{id=309, name='Pan de Molde', price=1.92, quantity=34, daysToExpire=15}
Product{id=310, name='Pan Integral', price=1.5, quantity=27, daysToExpire=7}
Product{id=311, name='Pan de Centeno', price=2.25, quantity=18, daysToExpire=4}
Product{id=312, name='Pan de Maíz', price=1.71, quantity=29, daysToExpire=5}
Product{id=313, name='Pan de Avena', price=1.31, quantity=23, daysToExpire=16}
Product{id=314, name='Pan de Espelta', price=1.81, quantity=33, daysToExpire=6}
Product{id=315, name='Pan de Trigo', price=2.49, quantity=27, daysToExpire=5}
Product{id=316, name='Pan de Malta', price=2.27, quantity=43, daysToExpire=20}
Product{id=317, name='Pan de Sarraceno', price=0.95, quantity=40, daysToExpire=7}
Product{id=318, name='Pan de Soja', price=1.58, quantity=21, daysToExpire=19}
Product{id=319, name='Pan de Semillas', price=2.5, quantity=22, daysToExpire=16}
Product{id=320, name='Pan de Nueces', price=1.33, quantity=44, daysToExpire=17}
Product{id=321, name='Pan de Pasas', price=1.93, quantity=22, daysToExpire=14}
Product{id=322, name='Pan de Higo', price=2.4, quantity=38, daysToExpire=5}
Product{id=323, name='Pan de Dátiles', price=1.02, quantity=41, daysToExpire=8}
Product{id=324, name='Pan de Plátano', price=1.9, quantity=42, daysToExpire=15}
Product{id=325, name='Pan de Naranja', price=1.41, quantity=43, daysToExpire=7}
Product{id=326, name='Pan de Zanahoria', price=1.87, quantity=34, daysToExpire=17}
Product{id=327, name='Pan de Calabacín', price=2.42, quantity=32, daysToExpire=4}
Product{id=328, name='Pan de Manzana', price=0.98, quantity=37, daysToExpire=20}
Product{id=329, name='Pan de Peras', price=0.88, quantity=23, daysToExpire=19}
Product{id=330, name='Pan de Ciruelas', price=1.67, quantity=36, daysToExpire=19}
Product{id=331, name='Pan de Cerezos', price=1.25, quantity=28, daysToExpire=20}
Product{id=332, name='Pan de Coco', price=2.19, quantity=36, daysToExpire=16}
Product{id=333, name='Pan de Kiwi', price=2.11, quantity=46, daysToExpire=18}
Product{id=334, name='Pan de Papaya', price=1.4, quantity=40, daysToExpire=19}
Product{id=335, name='Pan de Mango', price=1.68, quantity=29, daysToExpire=15}
Product{id=336, name='Pan de Piña', price=2.36, quantity=27, daysToExpire=20}
Product{id=337, name='Pan de Almendras', price=1.85, quantity=36, daysToExpire=19}
Product{id=338, name='Pan de Anacardos', price=2.1, quantity=32, daysToExpire=20}
Product{id=339, name='Pan de Avellanas', price=1.64, quantity=25, daysToExpire=5}
Product{id=340, name='Pan de Nueces de Macadamia', price=1.46, quantity=29, daysToExpire=8}
Product{id=341, name='Pan de Semillas de Girasol', price=2.08, quantity=49, daysToExpire=7}
Product{id=342, name='Pan de Semillas de Calabaza', price=1.25, quantity=28, daysToExpire=14}
Product{id=343, name='Pan de Semillas de Chía', price=0.92, quantity=22, daysToExpire=5}
Product{id=344, name='Pan de Semillas de Sésamo', price=1.68, quantity=21, daysToExpire=20}
Product{id=345, name='Pan de Semillas de Lino', price=1.08, quantity=42, daysToExpire=17}
Product{id=346, name='Pan de Semillas de Cáñamo', price=1.93, quantity=30, daysToExpire=6}
Product{id=347, name='Galletas de Chocolate', price=1.87, quantity=46, daysToExpire=11}
Product{id=348, name='Galletas de Vainilla', price=1.38, quantity=34, daysToExpire=3}
Product{id=349, name='Galletas de Naranja', price=1.59, quantity=31, daysToExpire=17}
Product{id=350, name='Galletas de Limón', price=0.86, quantity=41, daysToExpire=19}
Product{id=351, name='Galletas de Coco', price=1.29, quantity=30, daysToExpire=8}
Product{id=352, name='Galletas de Canela', price=1.25, quantity=46, daysToExpire=7}
Product{id=353, name='Galletas de Jengibre', price=1.1, quantity=35, daysToExpire=17}
Product{id=354, name='Galletas de Avena', price=1.64, quantity=42, daysToExpire=16}
Product{id=355, name='Galletas de Almendra', price=2.04, quantity=33, daysToExpire=13}
Product{id=356, name='Galletas de Anacardo', price=1.92, quantity=33, daysToExpire=17}
